"","ST","NP","BDSP","BLD","RMSP","TEN","FINCP","FPARC","HHL","NOC","MV","VEH","YBL"
"3867","21","01","","","","","","","","","","",""
"3868","21","02","03","01","05","2","000087000","4","1","00","4","2","07"
"3869","21","03","03","02","06","2","000117800","4","1","00","5","3","07"
"3870","21","01","02","02","05","1","","","1","00","5","1","03"
"3871","21","03","02","03","04","3","000020200","1","1","00","1","1","06"
"3872","21","01","02","07","04","3","","","1","00","2","1","09"
"3873","21","04","03","01","05","1","000074800","4","1","00","3","1","12"
"3874","21","06","03","02","05","1","000049000","2","1","03","5","2","01"
"3875","21","02","01","02","04","1","000013300","4","1","00","4","2","01"
"3876","21","00","03","01","05","","","","","","","","07"
"3877","21","03","02","02","05","1","","","1","00","5","3","07"
"3878","21","01","","","","","","","","","","",""
"3879","21","05","02","02","05","3","000020100","3","1","03","3","1","01"
"3880","21","02","04","02","10","1","000230030","4","1","00","7","2","05"
"3881","21","03","03","02","09","1","000083020","4","1","00","5","1","03"
"3882","21","02","03","02","06","1","000090000","4","1","00","4","3","08"
"3883","21","02","02","07","06","3","","","1","00","3","2","09"
"3884","21","01","","","","","","","","","","",""
"3885","21","04","03","02","07","1","000116000","2","1","01","4","3","05"
"3886","21","01","","","","","","","","","","",""
"3887","21","02","03","02","07","1","000035050","4","3","00","1","2","08"
"3888","21","01","02","02","04","1","","","1","00","2","1","05"
"3889","21","02","03","02","06","4","000007200","2","1","01","4","1","06"
"3890","21","04","04","02","06","1","000055005","3","2","02","5","2","08"
"3891","21","01","","","","","","","","","","",""
"3892","21","01","03","02","06","2","","","1","00","7","1","06"
"3893","21","10","04","02","06","3","000025900","3","5","08","2","1","01"
"3894","21","02","03","02","06","1","","","1","00","3","2","04"
"3895","21","02","03","01","08","1","000049090","4","1","00","6","2","06"
"3896","21","01","","","","","","","","","","",""
"3897","21","02","02","02","08","1","000002600","4","1","00","6","1","03"
"3898","21","02","03","02","06","1","000142800","4","5","00","4","3","05"
"3899","21","04","04","04","05","3","","","1","00","1","3","03"
"3900","21","00","04","02","06","","","","","","","","03"
"3901","21","01","","","","","","","","","","",""
"3902","21","01","04","02","08","1","","","1","00","5","2","01"
"3903","21","01","03","02","06","1","","","1","00","3","2","05"
"3904","21","02","02","04","04","3","000047000","4","1","00","3","2","05"
"3905","21","02","04","02","08","1","000074000","4","1","00","4","2","02"
"3906","21","01","05","02","10","2","","","1","00","7","1","02"
"3907","21","02","08","02","17","2","000080000","4","1","00","7","1","05"
"3908","21","03","04","02","07","1","000145000","2","1","01","3","2","11"
"3909","21","01","02","06","04","3","","","1","00","3","1","05"
"3910","21","01","03","03","06","2","","","1","00","4","1","06"
"3911","21","03","03","02","08","1","000095000","2","1","02","1","2","02"
"3912","21","01","02","02","08","4","","","1","00","4","1","03"
"3913","21","02","02","06","03","2","000025800","2","1","01","4","1","01"
"3914","21","04","03","02","09","2","000010880","4","1","00","4","2","01"
"3915","21","01","03","01","05","2","","","1","00","5","1","08"
"3916","21","02","03","02","05","2","000073700","4","1","00","4","2","10"
"3917","21","03","03","02","06","3","000048600","2","1","01","3","2","07"
"3918","21","02","03","02","08","1","000160000","4","1","00","4","4","08"
"3919","21","03","04","02","09","2","000035160","4","1","00","5","1","07"
"3920","21","04","03","02","05","1","000046200","2","1","02","5","3","07"
"3921","21","02","04","02","08","2","000271700","4","1","00","7","2","05"
"3922","21","01","03","01","05","4","","","1","00","5","1","05"
"3923","21","01","01","04","04","3","","","1","00","3","1","05"
"3924","21","02","04","02","08","1","000085000","4","1","00","4","2","05"
"3925","21","02","03","02","06","2","000055000","4","1","00","7","3","01"
"3926","21","01","","","","","","","","","","",""
"3927","21","01","","","","","","","","","","",""
"3928","21","01","04","02","07","2","","","1","00","5","2","05"
"3929","21","04","03","02","07","1","000093000","3","1","02","4","2","08"
"3930","21","01","02","02","05","1","","","1","00","3","1","01"
"3931","21","01","03","02","08","1","","","1","00","3","2","11"
"3932","21","04","03","01","05","1","000098000","1","1","02","4","4","07"
"3933","21","02","04","02","07","1","000085000","4","1","00","5","4","07"
"3934","21","02","02","02","07","1","000077408","4","1","00","3","2","03"
"3935","22","03","03","01","08","3","000012500","2","1","01","3","1","07"
"3936","22","00","04","02","07","","","","","","","","01"
"3937","22","05","04","02","09","1","000074000","3","1","03","4","2","06"
"3938","22","01","02","02","04","4","","","1","00","7","1","04"
"3939","22","02","04","02","06","3","000030900","4","1","00","3","0","04"
"3940","22","05","03","02","06","3","000112900","2","1","03","5","1","03"
"3941","22","04","03","02","05","1","000069280","2","1","01","5","3","05"
"3942","22","02","03","02","05","2","000051000","4","1","00","7","3","04"
"3943","22","01","02","02","04","4","","","1","00","3","1","01"
"3944","22","04","03","04","05","3","000001000","2","1","02","3","1","07"
"3945","22","01","02","02","04","1","","","1","00","7","1","04"
"3946","22","01","","","","","","","","","","",""
"3947","22","00","03","02","06","","","","","","","","03"
"3948","22","03","03","01","05","1","000060100","4","1","00","5","3","06"
"3949","22","07","03","02","05","3","000011300","4","1","00","1","2","05"
"3950","22","02","03","02","10","2","000060500","4","1","00","7","2","05"
"3951","22","01","02","05","04","3","","","1","00","1","1","05"
"3952","22","02","02","01","03","2","000052000","4","1","00","4","2","06"
"3953","22","01","02","01","03","2","","","1","00","6","1","05"
"3954","22","00","03","08","05","","","","","","","","05"
"3955","22","02","03","02","07","3","","","1","00","3","2","03"
"3956","22","02","03","02","05","2","000013600","4","3","00","7","2","04"
"3957","22","01","02","02","04","2","","","1","00","7","1","01"
"3958","22","03","04","02","08","1","000102000","2","1","01","1","3","08"
"3959","22","01","02","02","04","3","","","1","00","3","1","04"
"3960","22","01","00","08","01","3","","","1","00","3","0","07"
"3961","22","01","01","05","04","3","","","1","00","2","1","05"
"3962","22","01","","","","","","","","","","",""
"3963","22","03","02","02","05","3","000000000","1","1","01","1","1","01"
"3964","22","05","03","01","05","1","000060000","1","2","02","3","3","08"
"3965","22","04","04","02","10","2","000098200","4","1","00","5","2","07"
"3966","22","01","03","02","05","2","","","1","00","7","1","04"
"3967","22","02","03","02","06","1","000100000","4","1","00","1","2","13"
"3968","22","01","01","08","03","3","","","1","00","5","1","05"
"3969","22","02","02","06","04","3","","","1","00","1","2","06"
"3970","22","00","02","02","04","","","","","","","","04"
"3971","22","03","03","02","05","2","000069600","4","1","00","7","3","04"
"3972","22","01","02","01","06","2","","","1","00","5","2","07"
"3973","22","02","02","03","06","1","000100000","4","1","00","5","2","01"
"3974","22","05","03","04","05","3","000015000","1","2","00","1","2","04"
"3975","22","02","03","02","05","1","000075990","4","1","00","5","1","07"
"3976","22","05","03","02","07","1","000089000","2","1","00","5","3","05"
"3977","22","00","02","02","05","","","","","","","","01"
"3978","22","02","03","02","07","2","000196100","4","1","00","6","2","03"
"3979","22","01","03","02","08","2","","","1","00","7","1","03"
"3980","22","02","03","02","04","2","000033500","4","1","00","5","2","04"
"3981","22","04","03","02","08","3","000012400","2","1","03","1","1","05"
"3982","22","00","02","02","06","","","","","","","","02"
"3983","22","01","","","","","","","","","","",""
"3984","22","04","03","02","06","4","000105000","3","1","02","3","2","07"
"3985","22","02","03","01","05","1","000069600","4","1","00","3","2","10"
"3986","22","04","03","01","05","1","000032000","2","1","02","3","1","11"
"3987","22","03","03","03","05","3","000030000","2","1","02","2","1","13"
"3988","22","02","03","02","07","2","000035200","4","1","00","4","2","10"
"3989","22","04","04","02","09","2","000167000","2","1","01","4","3","09"
"3990","22","02","01","06","03","3","","","1","00","2","1","01"
"3991","22","02","03","02","07","4","000020000","4","1","00","1","1","06"
"3992","22","02","02","02","05","3","000025600","2","1","00","4","2","02"
"3993","22","02","03","02","08","2","000090000","4","1","00","7","3","05"
"3994","22","02","03","02","05","2","000025000","4","1","00","7","1","03"
"3995","22","02","04","02","07","1","000087500","4","1","00","4","2","08"
"3996","22","03","03","02","06","2","000024810","4","1","00","6","2","03"
"3997","22","00","01","05","04","","","","","","","","02"
"3998","22","01","","","","","","","","","","",""
"3999","22","02","02","09","04","3","000005190","1","1","01","1","0","05"
"4000","22","01","","","","","","","","","","",""
"4001","22","00","03","02","06","","","","","","","","03"
"4002","22","04","02","02","04","1","000101400","2","3","02","4","3","08"
"4003","22","00","02","01","05","","","","","","","","05"
"4004","22","01","01","09","03","3","","","1","00","3","1","04"
"4005","22","02","03","02","07","1","000041800","4","1","00","4","3","04"
"4006","22","02","01","05","04","3","","","1","00","2","2","05"
"4007","22","01","03","02","05","1","","","1","00","3","4","02"
"4008","22","01","03","02","06","2","","","1","00","6","1","05"
"4009","22","02","04","02","08","1","000137200","4","1","00","7","2","03"
"4010","22","01","01","08","04","3","","","1","00","3","1","05"
"4011","22","01","01","06","03","3","","","1","00","3","1","06"
"4012","22","02","01","07","04","3","000060300","4","1","00","5","1","02"
"4013","22","00","02","06","04","","","","","","","","08"
"4014","22","01","","","","","","","","","","",""
"4015","22","02","03","02","06","2","000028600","4","1","00","6","2","03"
"4016","22","04","03","01","04","2","000035900","2","1","01","5","4","07"
"4017","22","01","03","02","06","2","","","1","00","5","0","05"
"4018","22","00","04","02","06","","","","","","","","08"
"4019","22","02","02","02","03","1","000311000","4","1","00","4","2","06"
"4020","22","02","04","02","09","1","000050200","4","1","00","6","4","01"
"4021","22","02","01","07","03","3","","","1","00","1","0","05"
"4022","22","01","","","","","","","","","","",""
"4023","22","01","","","","","","","","","","",""
"4024","22","01","02","02","04","1","","","1","00","3","1","01"
"4025","22","01","04","01","07","2","","","1","00","3","2","11"
"4026","22","04","04","02","07","1","000015000","3","1","03","4","2","05"
"4027","22","01","03","03","07","2","","","1","00","1","1","01"
"4028","22","02","03","02","06","2","000035700","4","1","00","7","2","03"
"4029","22","02","03","06","07","4","000000000","4","1","00","3","0","04"
"4030","22","03","02","01","04","3","000018000","1","1","01","2","1","06"
"4031","22","01","01","09","03","1","","","1","00","5","1","04"
"4032","22","01","","","","","","","","","","",""
"4033","22","01","03","02","07","1","","","1","00","5","1","05"
"4034","22","02","02","02","05","2","000010200","4","1","00","7","2","04"
"4035","22","02","02","02","07","2","000044800","4","1","00","7","2","04"
"4036","22","05","03","02","04","2","000048200","3","1","00","7","1","02"
"4037","22","01","02","01","07","2","","","1","00","5","1","07"
"4038","22","01","02","02","05","1","","","1","00","3","2","06"
"4039","22","03","02","07","04","3","000014400","2","4","01","3","1","07"
"4040","22","01","02","05","05","3","","","1","00","6","0","02"
"4041","22","01","01","09","02","3","","","1","00","3","0","05"
"4042","22","04","03","02","05","2","000101200","1","1","00","5","2","05"
"4043","22","01","03","01","07","2","","","1","00","6","1","06"
"4044","22","01","","","","","","","","","","",""
"4045","22","02","03","02","04","1","000070400","4","1","00","3","1","13"
"4046","22","03","03","02","04","1","000107100","2","1","01","4","3","06"
"4047","22","02","03","02","04","2","000023900","4","1","00","7","2","04"
"4048","22","07","04","03","06","3","000015800","3","1","02","4","0","02"
"4049","22","04","02","01","04","3","000012000","3","1","03","4","2","09"
"4050","22","01","03","01","05","1","","","1","00","4","1","10"
"4051","22","05","04","02","09","1","000120400","2","1","03","5","2","02"
"4052","22","04","03","02","04","3","000000000","3","1","03","3","2","06"
"4053","22","02","01","02","05","1","","","1","00","6","1","01"
"4054","22","01","01","07","02","3","","","1","00","3","0","01"
"4055","22","01","01","01","03","2","","","1","00","5","1","03"
"4056","22","01","02","04","06","1","","","1","00","3","1","02"
"4057","22","01","00","07","01","3","","","1","00","1","1","07"
"4058","22","03","03","02","06","1","000082100","4","1","00","4","2","05"
"4059","22","04","03","02","07","2","000061000","1","1","00","7","1","04"
"4060","22","02","03","02","06","2","000056400","4","1","00","7","2","03"
"4061","22","05","01","04","06","2","000056000","2","1","00","6","2","03"
"4062","22","01","02","02","05","2","","","1","00","7","0","03"
"4063","22","02","03","02","05","2","000007200","4","1","00","5","1","03"
"4064","22","02","03","01","05","4","000004500","1","1","01","1","1","07"
"4065","22","03","04","02","07","2","000027800","4","3","00","7","1","04"
"4066","22","02","02","02","05","1","000072800","4","2","00","5","1","05"
"4067","22","01","03","01","05","2","","","1","00","5","1","04"
"4068","22","02","02","02","04","3","000017900","4","1","00","2","0","03"
"4069","22","01","","","","","","","","","","",""
"4070","22","01","03","02","06","2","","","1","00","1","1","03"
"4071","22","01","","","","","","","","","","",""
"4072","22","01","","","","","","","","","","",""
"4073","22","02","03","02","05","2","000010800","4","1","00","4","3","02"
"4074","22","02","03","02","08","1","000083300","4","1","00","7","2","05"
"4075","22","01","03","02","06","1","","","1","00","7","1","03"
"4076","22","02","03","02","05","1","000130000","4","1","00","6","2","06"
"4077","22","04","03","01","05","1","000117700","4","1","00","3","2","07"
"4078","22","03","03","02","05","2","000002500","2","1","02","1","1","03"
"4079","22","02","04","02","17","1","000065000","4","1","00","5","2","07"
"4080","22","00","02","02","05","","","","","","","","05"
"4081","22","02","03","02","07","4","000040000","4","1","00","7","2","03"
"4082","22","01","02","02","04","4","","","1","00","4","1","04"
"4083","22","00","03","02","05","","","","","","","","05"
"4084","22","05","03","02","09","3","000039000","3","1","03","3","2","07"
"4085","23","02","03","02","05","1","","","1","00","3","1","03"
"4086","23","00","03","02","05","","","","","","","","03"
"4087","23","04","04","02","10","2","000104000","2","1","02","5","5","07"
"4088","23","05","04","02","08","1","000089000","3","1","00","6","2","06"
"4089","23","02","03","02","07","1","000019790","4","1","00","4","2","08"
"4090","23","10","04","02","08","2","000038000","3","1","07","4","5","04"
"4091","23","01","02","01","03","3","","","1","00","3","2","06"
"4092","23","01","03","02","06","1","","","1","00","5","1","05"
"4093","23","01","","","","","","","","","","",""
"4094","23","01","03","02","05","1","","","1","00","6","2","06"
"4095","23","03","03","05","05","3","000004900","2","1","00","1","1","04"
"4096","23","05","03","04","06","1","000082100","3","1","03","5","2","03"
"4097","23","03","04","02","11","2","000162000","2","1","01","6","5","01"
"4098","23","02","05","02","07","1","000050000","4","3","00","6","2","06"
"4099","23","02","01","02","04","2","000044800","4","3","00","3","3","01"
"4100","23","09","05","02","07","1","000046000","3","1","07","4","2","01"
"4101","23","00","01","02","02","","","","","","","","05"
"4102","23","00","02","02","05","","","","","","","","03"
"4103","23","04","03","02","07","3","000054800","1","1","02","1","2","01"
"4104","23","02","02","02","06","2","000023500","4","1","00","7","0","05"
"4105","23","00","03","01","05","","","","","","","","07"
"4106","23","01","03","02","06","2","","","1","00","7","1","03"
"4107","23","00","03","02","05","","","","","","","","07"
"4108","23","01","03","01","05","2","","","1","00","5","1","07"
"4109","23","01","01","04","03","3","","","1","00","4","1","03"
"4110","23","02","03","02","06","2","","","3","00","7","3","05"
"4111","23","01","01","05","02","3","","","1","00","5","1","05"
"4112","23","02","02","02","04","2","000024100","4","1","00","4","1","08"
"4113","23","02","04","02","08","1","000023500","2","1","01","6","1","01"
"4114","23","04","03","02","06","1","000125000","2","1","02","4","3","07"
"4115","23","00","03","02","05","","","","","","","","05"
"4116","23","03","04","02","08","2","000041000","2","1","02","5","3","06"
"4117","23","00","02","02","08","","","","","","","","05"
"4118","23","01","03","01","05","2","","","1","00","5","0","07"
"4119","23","02","02","02","06","1","000086310","4","1","00","4","2","03"
"4120","23","00","02","02","06","","","","","","","","03"
"4121","23","02","03","02","05","2","000041000","4","1","00","7","1","06"
"4122","23","04","04","02","12","1","000118600","2","1","02","4","3","06"
"4123","23","00","03","02","06","","","","","","","","01"
"4124","23","05","04","02","06","3","000058400","2","1","01","1","1","01"
"4125","23","05","04","02","05","1","000091910","1","1","02","3","3","11"
"4126","23","01","00","02","01","2","","","1","00","7","2","01"
"4127","23","02","01","06","03","3","000031200","4","1","00","2","0","07"
"4128","23","02","04","02","09","2","000038720","4","1","00","6","2","06"
"4129","23","01","05","02","10","4","","","1","00","3","1","01"
"4130","23","01","01","04","05","1","","","1","00","5","1","01"
"4131","23","01","","","","","","","","","","",""
"4132","23","02","03","02","06","2","000079000","4","1","00","5","3","08"
"4133","23","01","","","","","","","","","","",""
"4134","23","01","01","02","04","1","","","1","00","5","2","01"
"4135","23","00","02","01","04","","","","","","","","07"
"4136","23","00","01","02","02","","","","","","","","05"
"4137","23","01","01","06","03","3","","","1","00","2","0","01"
"4138","23","00","02","02","05","","","","","","","","05"
"4139","23","03","03","02","05","3","000056600","2","1","01","3","3","03"
"4140","23","03","03","02","09","1","000069800","1","1","01","3","3","06"
"4141","23","00","04","02","08","","","","","","","","06"
"4142","23","03","02","02","05","1","000069000","1","1","01","3","3","06"
"4143","23","05","03","02","07","2","000020000","2","1","03","5","1","07"
"4144","23","02","03","02","07","2","000094800","4","1","00","4","2","03"
"4145","23","00","01","02","02","","","","","","","","07"
"4146","23","02","02","02","10","1","000176000","4","1","00","6","2","06"
"4147","23","01","","","","","","","","","","",""
"4148","24","03","07","02","09","1","000159800","4","4","00","5","2","07"
"4149","24","07","04","02","10","1","000166100","3","1","05","5","1","07"
"4150","24","04","04","02","05","3","000078700","2","2","02","1","2","07"
"4151","24","01","03","03","07","1","","","1","00","7","0","03"
"4152","24","02","03","03","07","1","000100000","4","1","00","3","2","07"
"4153","24","01","02","07","05","3","","","1","00","3","1","07"
"4154","24","01","02","07","05","1","","","1","00","5","1","06"
"4155","24","01","02","02","06","3","","","1","00","3","1","05"
"4156","24","05","07","02","12","1","000154010","2","1","03","3","2","04"
"4157","24","02","03","02","07","1","000073000","4","1","00","2","2","11"
"4158","24","03","03","02","05","3","000084300","2","1","01","3","3","01"
"4159","24","04","03","07","05","3","000054200","3","1","02","4","1","08"
"4160","24","00","03","03","06","","","","","","","","05"
"4161","24","02","03","02","06","3","000078000","4","1","00","2","2","07"
"4162","24","02","03","02","06","3","000046100","4","1","00","6","3","01"
"4163","24","01","","","","","","","","","","",""
"4164","24","03","03","02","07","2","000203020","4","1","00","5","2","05"
"4165","24","02","03","02","05","2","000026000","4","1","00","7","2","04"
"4166","24","00","03","02","04","","","","","","","","06"
"4167","24","01","01","08","03","1","","","1","00","4","1","08"
"4168","24","01","03","02","09","1","","","1","00","5","2","07"
"4169","24","02","02","02","04","2","000075800","4","1","00","7","2","04"
"4170","24","02","04","02","09","1","000125014","4","1","00","3","2","03"
"4171","24","01","","","","","","","","","","",""
"4172","24","01","01","08","02","3","","","1","00","4","1","06"
"4173","24","02","02","02","04","1","000044300","4","1","00","7","3","01"
"4174","24","01","02","07","04","3","","","1","00","3","1","04"
"4175","24","02","03","02","07","2","000047200","4","1","00","7","1","05"
"4176","24","03","05","02","10","1","000155730","4","2","00","4","3","07"
"4177","24","02","03","02","07","1","000182250","4","1","00","1","1","03"
"4178","24","01","03","01","05","1","","","1","00","3","1","08"
"4179","24","04","01","03","02","3","000023100","3","3","03","3","1","10"
"4180","24","01","02","06","04","1","","","1","00","4","1","06"
"4181","24","01","03","02","07","1","","","1","00","6","2","01"
"4182","24","02","03","03","06","3","000081010","4","1","00","3","2","01"
"4183","24","01","01","06","05","3","","","3","00","4","0","05"
"4184","24","02","03","02","09","2","000150500","4","1","00","5","2","07"
"4185","24","03","02","07","05","3","000026000","1","1","02","1","1","05"
"4186","24","02","03","02","06","1","","","1","00","4","3","08"
"4187","24","01","02","08","05","1","","","1","00","3","1","10"
"4188","24","03","02","03","03","1","000060000","1","1","01","3","2","03"
"4189","24","02","04","02","07","1","000052810","4","1","00","7","3","05"
"4190","24","02","08","02","11","1","000890000","4","1","00","6","3","01"
"4191","24","02","02","09","05","3","","","1","00","1","0","01"
"4192","24","04","03","03","06","1","000162200","2","1","01","3","3","06"
"4193","24","05","05","02","09","1","000157600","2","2","00","1","3","06"
"4194","24","04","05","02","20","1","000129000","3","1","02","3","2","12"
"4195","24","03","03","02","06","1","000073200","4","1","00","3","3","03"
"4196","24","02","02","09","04","3","","","2","00","2","2","11"
"4197","24","01","03","02","07","3","","","1","00","6","1","06"
"4198","24","02","05","02","10","2","000062400","4","1","00","6","2","06"
"4199","24","04","03","02","11","1","000150000","2","1","02","4","3","08"
"4200","24","04","08","02","12","1","000140000","4","5","00","5","4","07"
"4201","24","02","03","02","07","1","000002000","4","1","00","4","3","07"
"4202","24","01","02","07","03","3","","","1","00","3","1","12"
"4203","24","02","02","09","05","3","","","1","00","1","1","01"
"4204","24","01","01","01","05","2","","","1","00","4","1","05"
"4205","24","06","08","02","12","1","000428250","2","1","03","5","2","02"
"4206","24","03","03","02","06","1","000075600","4","1","00","3","3","09"
"4207","24","01","02","02","05","1","","","1","00","5","1","04"
"4208","24","00","03","03","08","","","","","","","","06"
"4209","24","02","03","02","13","1","000143000","4","1","00","5","3","05"
"4210","24","03","04","02","11","1","000100000","2","1","01","5","2","07"
"4211","24","00","01","06","03","","","","","","","","03"
"4212","24","02","01","07","04","3","000015800","4","1","00","7","0","01"
"4213","24","01","03","02","07","2","","","1","00","7","2","04"
"4214","24","02","03","02","06","2","000082400","4","1","00","7","3","03"
"4215","24","03","03","03","06","4","000027600","4","1","00","3","0","01"
"4216","24","04","04","07","05","3","","","2","00","5","1","05"
"4217","24","02","03","02","10","1","000133000","4","1","00","5","3","03"
"4218","24","01","01","06","03","3","","","1","00","3","0","04"
"4219","24","01","","","","","","","","","","",""
"4220","24","01","","","","","","","","","","",""
"4221","24","01","","","","","","","","","","",""
"4222","24","01","02","08","07","2","","","1","00","4","1","08"
"4223","24","01","01","05","02","2","","","3","00","5","1","06"
"4224","24","00","03","02","05","","","","","","","","07"
"4225","24","03","03","03","07","1","000097810","4","1","00","5","2","02"
"4226","24","02","04","02","08","1","000140000","4","1","00","5","3","04"
"4227","24","01","","","","","","","","","","",""
"4228","24","03","04","02","07","1","000134000","4","1","00","7","4","05"
"4229","24","00","03","03","05","","","","","","","","08"
"4230","24","01","","","","","","","","","","",""
"4231","24","02","05","02","08","1","000026600","4","1","00","7","1","05"
"4232","24","01","03","02","10","2","","","1","00","7","1","04"
"4233","24","01","02","03","05","1","","","1","00","3","1","08"
"4234","24","02","05","02","13","1","000731100","4","1","00","4","2","10"
"4235","24","00","01","08","03","","","","","","","","03"
"4236","24","00","02","06","06","","","","","","","","02"
"4237","24","00","03","02","07","","","","","","","","04"
"4238","24","01","01","07","06","3","","","2","00","6","2","05"
"4239","24","02","03","03","07","1","000143400","4","1","00","3","2","12"
"4240","24","05","04","02","10","1","000160000","2","1","03","4","2","01"
"4241","24","01","03","01","06","2","","","1","00","3","2","06"
"4242","24","01","02","03","06","3","","","1","00","5","1","05"
"4243","24","01","","","","","","","","","","",""
"4244","24","01","02","03","06","1","","","3","00","3","1","01"
"4245","24","02","02","06","04","3","000053000","2","1","01","3","1","03"
"4246","24","04","03","01","06","3","000032500","2","1","01","3","2","07"
"4247","24","03","04","02","07","2","000238000","4","1","00","7","3","03"
"4248","24","01","03","02","08","1","","","1","00","6","2","06"
"4249","24","01","01","09","03","3","","","1","00","3","1","02"
"4250","24","02","04","02","10","1","000169400","4","1","00","6","4","06"
"4251","24","01","","","","","","","","","","",""
"4252","24","01","","","","","","","","","","",""
"4253","24","01","","","","","","","","","","",""
"4254","24","01","","","","","","","","","","",""
"4255","24","02","04","02","14","2","000103734","4","1","00","5","2","06"
"4256","24","01","","","","","","","","","","",""
"4257","24","01","02","02","05","2","","","1","00","7","1","03"
"4258","24","02","02","03","05","1","000072000","4","1","00","7","2","03"
"4259","24","02","03","02","07","2","000063800","4","1","00","7","3","01"
"4260","24","01","","","","","","","","","","",""
"4261","24","01","01","06","03","3","","","1","00","5","1","04"
"4262","24","01","","","","","","","","","","",""
"4263","24","03","04","02","07","1","000124100","2","1","01","4","2","04"
"4264","24","02","02","02","05","1","000091200","4","1","00","6","1","03"
"4265","24","01","01","09","03","3","","","1","00","5","1","04"
"4266","24","02","03","03","06","2","000088900","4","1","00","6","2","03"
"4267","24","01","01","07","03","3","","","3","00","3","1","05"
"4268","24","02","03","03","06","1","000029000","1","3","01","1","2","05"
"4269","24","03","02","02","08","1","000093000","4","1","00","6","4","03"
"4270","24","04","04","02","11","1","000181420","3","1","02","3","2","06"
"4271","24","02","03","03","06","1","000139600","4","4","00","4","2","04"
"4272","24","02","03","02","08","2","000031000","4","1","00","7","2","03"
"4273","24","01","02","01","03","2","","","1","00","6","1","04"
"4274","24","02","03","02","06","2","000084000","4","1","00","7","2","05"
"4275","24","02","02","03","06","3","000059900","4","1","00","1","2","05"
"4276","24","03","03","02","08","1","000060000","1","1","01","2","2","03"
"4277","24","04","03","02","05","1","000160650","2","1","02","5","2","06"
"4278","24","01","03","03","06","2","","","1","00","7","0","01"
"4279","24","00","03","05","06","","","","","","","","06"
"4280","24","01","02","03","06","2","","","1","00","7","0","02"
"4281","24","02","03","03","10","1","","","3","00","6","3","07"
"4282","24","02","04","02","11","1","","","1","00","6","3","06"
"4283","24","04","04","02","09","1","000100000","2","5","03","4","1","06"
"4284","24","01","02","06","04","1","","","1","00","4","0","06"
"4285","24","01","04","02","08","2","","","1","00","7","1","03"
"4286","24","01","05","02","11","1","","","1","00","5","3","06"
"4287","24","01","02","02","07","1","","","1","00","5","1","04"
"4288","24","02","05","02","10","1","000192000","4","1","00","6","1","03"
"4289","24","02","04","02","12","1","000154250","4","1","00","5","4","04"
"4290","24","02","05","02","11","1","000157200","4","1","00","5","2","07"
"4291","24","02","03","02","13","1","000152690","4","1","00","4","2","10"
"4292","24","02","03","01","05","3","","","1","00","1","1","04"
"4293","24","01","02","07","04","3","","","1","00","1","1","05"
"4294","24","01","04","02","08","2","","","1","00","7","1","05"
"4295","24","03","04","02","10","1","000172500","4","1","00","5","3","07"
"4296","24","01","","","","","","","","","","",""
"4297","24","02","03","03","07","3","000002660","2","1","01","4","1","01"
"4298","24","01","02","03","05","2","","","4","00","5","1","05"
"4299","24","01","","","","","","","","","","",""
"4300","24","01","","","","","","","","","","",""
"4301","24","03","04","02","09","3","000224000","4","2","00","4","3","04"
"4302","24","01","04","02","08","1","","","1","00","7","1","05"
"4303","24","02","04","02","08","1","000100000","4","1","00","1","2","08"
"4304","24","03","03","03","05","3","000017000","2","1","02","1","2","06"
"4305","24","02","02","07","06","3","","","1","00","1","2","06"
"4306","24","05","03","02","06","1","000263000","3","1","03","4","3","04"
"4307","24","02","02","06","04","3","000020400","4","1","00","4","0","07"
"4308","24","02","04","02","14","1","000062500","4","1","00","1","2","04"
"4309","24","01","01","06","03","3","","","1","00","1","2","06"
"4310","24","02","03","02","08","1","000027200","4","2","00","5","1","02"
"4311","24","03","03","06","05","3","000021400","2","1","01","3","1","07"
"4312","24","02","05","02","11","2","000587000","4","1","00","5","2","07"
"4313","24","04","05","02","09","4","000094800","1","3","02","3","1","02"
"4314","24","00","02","07","03","","","","","","","","04"
"4315","24","03","04","02","08","1","000040000","2","1","01","5","2","07"
"4316","24","03","02","03","06","3","000034800","1","1","00","4","1","03"
"4317","24","01","","","","","","","","","","",""
"4318","24","02","03","02","07","2","000006800","4","1","00","6","2","03"
"4319","25","02","02","04","05","2","000075000","4","1","00","7","1","01"
"4320","25","02","02","02","07","1","000114000","4","1","00","7","2","01"
"4321","25","02","02","02","07","1","000048400","4","1","00","7","2","01"
"4322","25","06","04","02","06","1","000078400","3","2","01","5","3","01"
"4323","25","06","05","02","10","1","000116600","2","1","01","5","3","01"
"4324","25","03","04","02","07","2","000045400","4","1","00","7","4","01"
"4325","25","05","03","02","07","1","000146000","2","5","01","5","4","03"
"4326","25","01","","","","","","","","","","",""
"4327","25","01","","","","","","","","","","",""
"4328","25","02","03","03","06","1","000209500","4","1","00","6","2","06"
"4329","25","01","01","06","02","3","","","1","00","1","1","01"
"4330","25","03","04","02","09","1","000156100","2","1","01","6","2","01"
"4331","25","01","02","05","04","1","","","1","00","2","1","11"
"4332","25","01","","","","","","","","","","",""
"4333","25","06","02","06","04","4","000020100","3","2","02","4","1","01"
"4334","25","03","03","02","07","1","000154000","4","1","00","6","3","03"
